project,codeLink,commit_id,CWE ID,CVE ID
LibRaw,https://github.com/LibRaw/LibRaw/commit/19ffddb0fe1a4ffdb459b797ffcf7f490d28b5a6,19ffddb0fe1a4ffdb459b797ffcf7f490d28b5a6,"['CWE-399', 'CWE-369']",
LibRaw,https://github.com/LibRaw/LibRaw/commit/c14ae36d28e80139b2f31b5d9d7623db3b597a3a,c14ae36d28e80139b2f31b5d9d7623db3b597a3a,['CWE-399'],CVE-2013-2126
znc,https://github.com/znc/znc/commit/2bd410ee5570cea127233f1133ea22f25174eb28,2bd410ee5570cea127233f1133ea22f25174eb28,['CWE-703'],
linux,https://github.com/torvalds/linux/commit/f2815633504b442ca0b0605c16bf3d88a3a0fcea,f2815633504b442ca0b0605c16bf3d88a3a0fcea,['CWE-703'],
ZRTPCPP,https://github.com/wernerd/ZRTPCPP/commit/c8617100f359b217a974938c5539a1dd8a120b0e,c8617100f359b217a974938c5539a1dd8a120b0e,['CWE-119'],CVE-2013-2221
mongo,https://github.com/mongodb/mongo/commit/23344f8b7506df694f66999693ee3c00dfd6afae,23344f8b7506df694f66999693ee3c00dfd6afae,['CWE-264'],CVE-2013-4650
mongo,https://github.com/mongodb/mongo/commit/c5ad04549e40b1069029026081d9324e9e06156c,c5ad04549e40b1069029026081d9324e9e06156c,['CWE-264'],CVE-2013-4650
FreeRDP,https://github.com/FreeRDP/FreeRDP/commit/0dc22d5a30a1c7d146b2a835b2032668127c33e9,0dc22d5a30a1c7d146b2a835b2032668127c33e9,['CWE-476'],CVE-2013-4119
FreeRDP,https://github.com/FreeRDP/FreeRDP/commit/bceec083677a609ba2f06cc75924ab0accac5388,bceec083677a609ba2f06cc75924ab0accac5388,['CWE-476'],CVE-2013-4119
Little-CMS,https://github.com/mm2/Little-CMS/commit/91c2db7f2559be504211b283bc3a2c631d6f06d9,91c2db7f2559be504211b283bc3a2c631d6f06d9,['CWE-703'],
passenger,https://github.com/phusion/passenger/commit/5483b3292cc2af1c83033eaaadec20dba4dcfd9b,5483b3292cc2af1c83033eaaadec20dba4dcfd9b,"['CWE-59', 'CWE-61']",
passenger,https://github.com/phusion/passenger/commit/9dda49f4a3ebe9bafc48da1bd45799f30ce19566,9dda49f4a3ebe9bafc48da1bd45799f30ce19566,['CWE-59'],CVE-2013-4136
LibRaw,https://github.com/LibRaw/LibRaw/commit/11909cc59e712e09b508dda729b99aeaac2b29ad,11909cc59e712e09b508dda729b99aeaac2b29ad,['CWE-703'],
polarssl,https://github.com/polarssl/polarssl/commit/43f9799ce61c6392a014d0a2ea136b4b3a9ee194,43f9799ce61c6392a014d0a2ea136b4b3a9ee194,['CWE-310'],CVE-2013-5915
polarssl,https://github.com/polarssl/polarssl/commit/6b06502c4b19ce40a88faca3528b9f3f0c87a755,6b06502c4b19ce40a88faca3528b9f3f0c87a755,['CWE-310'],CVE-2013-5915
quassel,https://github.com/quassel/quassel/commit/aa1008be162cb27da938cce93ba533f54d228869,aa1008be162cb27da938cce93ba533f54d228869,['CWE-89'],CVE-2013-4422
libgadu,https://github.com/wojtekka/libgadu/commit/035e3cf6227995bdbe95f663a938a3838131e022,035e3cf6227995bdbe95f663a938a3838131e022,['CWE-310'],CVE-2013-4488
libgadu,https://github.com/wojtekka/libgadu/commit/04bde7415ff0d87267a2dfd78aa3ba8da6434389,04bde7415ff0d87267a2dfd78aa3ba8da6434389,['CWE-310'],CVE-2013-4488
libgadu,https://github.com/wojtekka/libgadu/commit/77fdc9351bf5c1913c7fc518f8a0c0c87ab3860f,77fdc9351bf5c1913c7fc518f8a0c0c87ab3860f,['CWE-310'],CVE-2013-4488
libgadu,https://github.com/wojtekka/libgadu/commit/23644f1fb8219031b3cac93289a588b05f90226b,23644f1fb8219031b3cac93289a588b05f90226b,['CWE-310'],CVE-2013-4488
libgadu,https://github.com/wojtekka/libgadu/commit/d882b15661ee94949919ebbbc43edf0db5f619cb,d882b15661ee94949919ebbbc43edf0db5f619cb,['CWE-310'],CVE-2013-4488
libgadu,https://github.com/wojtekka/libgadu/commit/6516e57766b4fa39d1c5b37379ea72a330598a13,6516e57766b4fa39d1c5b37379ea72a330598a13,['CWE-310'],CVE-2013-4488
krb5,https://github.com/krb5/krb5/commit/5d2d9a1abe46a2c1a8614d4672d08d9d30a5f8bf,5d2d9a1abe46a2c1a8614d4672d08d9d30a5f8bf,['CWE-476'],CVE-2013-1418
krb5,https://github.com/krb5/krb5/commit/c2ccf4197f697c4ff143b8a786acdd875e70a89d,c2ccf4197f697c4ff143b8a786acdd875e70a89d,['CWE-703'],
libreswan,https://github.com/libreswan/libreswan/commit/9b31deafbdbf0c2206358dfbf2d4e343e365f23f,9b31deafbdbf0c2206358dfbf2d4e343e365f23f,['CWE-189'],CVE-2013-4564
ruby,https://github.com/ruby/ruby/commit/5cb83d9dab13e14e6146f455ffd9fed4254d238f,5cb83d9dab13e14e6146f455ffd9fed4254d238f,['CWE-119'],CVE-2013-4164
ruby,https://github.com/ruby/ruby/commit/60c29bbbf6574e0e947c56e71c3c3ca11620ee15,60c29bbbf6574e0e947c56e71c3c3ca11620ee15,['CWE-119'],CVE-2013-4164
jansson,https://github.com/akheron/jansson/commit/42016a35c8907e477be73b0b5d06cc09af231ee4,42016a35c8907e477be73b0b5d06cc09af231ee4,['CWE-310'],CVE-2013-6401
memcached,https://github.com/memcached/memcached/commit/87c1cf0f20be20608d3becf854e9cf0910f4ad32,87c1cf0f20be20608d3becf854e9cf0910f4ad32,['CWE-287'],CVE-2013-7239
mongo,https://github.com/mongodb/mongo/commit/6889d1658136c753998b4a408dc8d1a3ec28e3b9,6889d1658136c753998b4a408dc8d1a3ec28e3b9,['CWE-20'],CVE-2012-6619
mongo,https://github.com/mongodb/mongo/commit/f9817a6cf64bdba8e1e1cef30a798110df746b58,f9817a6cf64bdba8e1e1cef30a798110df746b58,['CWE-20'],CVE-2012-6619
memcached,https://github.com/memcached/memcached/commit/fbe823d9a61b5149cd6e3b5e17bd28dd3b8dd760,fbe823d9a61b5149cd6e3b5e17bd28dd3b8dd760,['CWE-119'],CVE-2013-7291
cxxtools,https://github.com/maekitalo/cxxtools/commit/142bb2589dc184709857c08c1e10570947c444e3,142bb2589dc184709857c08c1e10570947c444e3,['CWE-399'],CVE-2013-7298
tntnet,https://github.com/maekitalo/tntnet/commit/9bd3b14042e12d84f39ea9f55731705ba516f525,9bd3b14042e12d84f39ea9f55731705ba516f525,['CWE-200'],CVE-2013-7299
tntnet,https://github.com/maekitalo/tntnet/commit/9d1a859e28b78bfbf769689454b529ac7709dee4,9d1a859e28b78bfbf769689454b529ac7709dee4,['CWE-200'],CVE-2013-7299
passenger,https://github.com/phusion/passenger/commit/94428057c602da3d6d34ef75c78091066ecac5c0,94428057c602da3d6d34ef75c78091066ecac5c0,['CWE-401'],
mumble,https://github.com/mumble-voip/mumble/commit/850649234d11685145193a59d72d98429e4f9ba7,850649234d11685145193a59d72d98429e4f9ba7,['CWE-119'],CVE-2014-0044
mumble,https://github.com/mumble-voip/mumble/commit/d3be3d7b96a5130e4b20f23e327b040ea4d0b079,d3be3d7b96a5130e4b20f23e327b040ea4d0b079,['CWE-189'],CVE-2014-0045
cinnamon-screensaver,https://github.com/mtwebster/cinnamon-screensaver/commit/da7af55f1fa966c52e15cc288d4f8928eca8cc9f,da7af55f1fa966c52e15cc288d4f8928eca8cc9f,['CWE-284'],CVE-2014-1949
postgres,https://github.com/postgres/postgres/commit/fea164a72a7bfd50d77ba5fb418d357f8f2bb7d0,fea164a72a7bfd50d77ba5fb418d357f8f2bb7d0,['CWE-264'],CVE-2014-0060
postgres,https://github.com/postgres/postgres/commit/537cbd35c893e67a63c59bc636c3e888bd228bc7,537cbd35c893e67a63c59bc636c3e888bd228bc7,['CWE-264'],CVE-2014-0061
postgres,https://github.com/postgres/postgres/commit/5f173040e324f6c2eebb90d86cf1b0cdb5890f0a,5f173040e324f6c2eebb90d86cf1b0cdb5890f0a,['CWE-362'],CVE-2014-0062
postgres,https://github.com/postgres/postgres/commit/01824385aead50e557ca1af28640460fa9877d51,01824385aead50e557ca1af28640460fa9877d51,['CWE-119'],CVE-2014-0065
file,https://github.com/file/file/commit/3c081560c23f20b2985c285338b52c7aae9fdb0f,3c081560c23f20b2985c285338b52c7aae9fdb0f,['CWE-755'],CVE-2014-1943
file,https://github.com/file/file/commit/cc9e74dfeca5265ad725acc926ef0b8d2a18ee70,cc9e74dfeca5265ad725acc926ef0b8d2a18ee70,['CWE-755'],CVE-2014-1943
file,https://github.com/file/file/commit/4afb9b168906f117e32a11367761cd50fe9d4abe,4afb9b168906f117e32a11367761cd50fe9d4abe,['CWE-755'],CVE-2014-1943
file,https://github.com/glensc/file/commit/c0c0032b9e9eb57b91fefef905a3b018bab492d9,c0c0032b9e9eb57b91fefef905a3b018bab492d9,['CWE-755'],CVE-2014-1943
lftp,https://github.com/lavv17/lftp/commit/6357bed2583171b7515af6bb6585cf56d2117e3f,6357bed2583171b7515af6bb6585cf56d2117e3f,['CWE-310'],CVE-2014-0139
openssh-portable,https://github.com/openssh/openssh-portable/commit/7d6a9fb660c808882d064e152d6070ffc3844c3f,7d6a9fb660c808882d064e152d6070ffc3844c3f,['CWE-20'],CVE-2014-2653
ModSecurity,https://github.com/SpiderLabs/ModSecurity/commit/f8d441cd25172fdfe5b613442fedfc0da3cc333d,f8d441cd25172fdfe5b613442fedfc0da3cc333d,"['CWE-703', 'CWE-264']",
linux,https://github.com/torvalds/linux/commit/edfbbf388f293d70bf4b7c0bc38774d05e6f711a,edfbbf388f293d70bf4b7c0bc38774d05e6f711a,['CWE-200'],
mod_wsgi,https://github.com/GrahamDumpleton/mod_wsgi/commit/d9d5fea585b23991f76532a9b07de7fcd3b649f4,d9d5fea585b23991f76532a9b07de7fcd3b649f4,['CWE-264'],CVE-2014-0240
mod_wsgi,https://github.com/GrahamDumpleton/mod_wsgi/commit/b0a149c1f5e569932325972e2e20176a42e43517,b0a149c1f5e569932325972e2e20176a42e43517,['CWE-200'],CVE-2014-0242
mod_wsgi,https://github.com/GrahamDumpleton/mod_wsgi/commit/545354a80b9cc20d8b6916ca30542eab36c3b8bd,545354a80b9cc20d8b6916ca30542eab36c3b8bd,['CWE-254'],CVE-2014-8583
lz4,https://github.com/Cyan4973/lz4/commit/da5373197e84ee49d75b8334d4510689731d6e90,da5373197e84ee49d75b8334d4510689731d6e90,['CWE-20'],CVE-2014-4611
FFmpeg,https://github.com/FFmpeg/FFmpeg/commit/d6af26c55c1ea30f85a7d9edbc373f53be1743ee,d6af26c55c1ea30f85a7d9edbc373f53be1743ee,['CWE-190'],CVE-2014-4610
FFmpeg,https://github.com/FFmpeg/FFmpeg/commit/cf2b7c01f81c1fb3283a1390c0ca9a2f81f4f4a8,cf2b7c01f81c1fb3283a1390c0ca9a2f81f4f4a8,['CWE-190'],CVE-2014-4610
krb5,https://github.com/krb5/krb5/commit/fb99962cbd063ac04c9a9d2cc7c75eab73f3533d,fb99962cbd063ac04c9a9d2cc7c75eab73f3533d,['CWE-125'],CVE-2014-4341
krb5,https://github.com/krb5/krb5/commit/524688ce87a15fc75f87efc8c039ba4c7d5c197b,524688ce87a15fc75f87efc8c039ba4c7d5c197b,['CWE-476'],
node,https://github.com/joyent/node/commit/530af9cb8e700e7596b3ec812bad123c9fa06356,530af9cb8e700e7596b3ec812bad123c9fa06356,"['CWE-20', 'CWE-119']",
file,https://github.com/file/file/commit/0641e56be1af003aa02c7c6b0184466540637233,0641e56be1af003aa02c7c6b0184466540637233,"['CWE-703', 'CWE-189']",
linux,https://github.com/torvalds/linux/commit/95389b08d93d5c06ec63ab49bd732b0069b7c35e,95389b08d93d5c06ec63ab49bd732b0069b7c35e,['CWE-399'],
libvncserver,https://github.com/newsoft/libvncserver/commit/045a044e8ae79db9244593fbce154cdf6e843273,045a044e8ae79db9244593fbce154cdf6e843273,['CWE-189'],CVE-2014-6051
libvncserver,https://github.com/newsoft/libvncserver/commit/85a778c0e45e87e35ee7199f1f25020648e8b812,85a778c0e45e87e35ee7199f1f25020648e8b812,['CWE-20'],CVE-2014-6052
libvncserver,https://github.com/newsoft/libvncserver/commit/6037a9074d52b1963c97cb28ea1096c7c14cbf28,6037a9074d52b1963c97cb28ea1096c7c14cbf28,['CWE-19'],CVE-2014-6053
libvncserver,https://github.com/newsoft/libvncserver/commit/05a9bd41a8ec0a9d580a8f420f41718bdd235446,05a9bd41a8ec0a9d580a8f420f41718bdd235446,['CWE-189'],CVE-2014-6054
libevent,https://github.com/libevent/libevent/commit/7b21c4eabf1f3946d3f63cce1319c490caab8ecf,7b21c4eabf1f3946d3f63cce1319c490caab8ecf,['CWE-189'],CVE-2014-6272
libevent,https://github.com/libevent/libevent/commit/20d6d4458bee5d88bda1511c225c25b2d3198d6c,20d6d4458bee5d88bda1511c225c25b2d3198d6c,['CWE-189'],CVE-2014-6272
libevent,https://github.com/libevent/libevent/commit/841ecbd96105c84ac2e7c9594aeadbcc6fb38bc4,841ecbd96105c84ac2e7c9594aeadbcc6fb38bc4,['CWE-189'],CVE-2014-6272
torque,https://github.com/adaptivecomputing/torque/commit/f2f4c950f3d461a249111c8826da3beaafccace9,f2f4c950f3d461a249111c8826da3beaafccace9,['CWE-264'],CVE-2014-3684
torque,https://github.com/adaptivecomputing/torque/commit/967cdc80150690459a47a35a658abeee0ca6e5cb,967cdc80150690459a47a35a658abeee0ca6e5cb,['CWE-264'],CVE-2014-3684
curl,https://github.com/bagder/curl/commit/b3875606925536f82fc61f3114ac42f29eaf6945,b3875606925536f82fc61f3114ac42f29eaf6945,['CWE-200'],CVE-2014-3707
quassel,https://github.com/quassel/quassel/commit/8b5ecd226f9208af3074b33d3b7cf5e14f55b138,8b5ecd226f9208af3074b33d3b7cf5e14f55b138,['CWE-125'],CVE-2014-8483
mod_auth_mellon,https://github.com/UNINETT/mod_auth_mellon/commit/47a767d5f37d1d3a1c004abbf8bb80d1b7eab328,47a767d5f37d1d3a1c004abbf8bb80d1b7eab328,['CWE-200'],CVE-2014-8566
aircrack-ng,https://github.com/aircrack-ng/aircrack-ng/commit/ff70494dd389ba570dbdbf36f217c28d4381c6b5,ff70494dd389ba570dbdbf36f217c28d4381c6b5,['CWE-787'],CVE-2014-8321
aircrack-ng,https://github.com/aircrack-ng/aircrack-ng/commit/091b153f294b9b695b0b2831e65936438b550d7b,091b153f294b9b695b0b2831e65936438b550d7b,['CWE-787'],
polarssl,https://github.com/polarssl/polarssl/commit/43c3b28ca6d22f51951e2bd563df039a9f4289ab,43c3b28ca6d22f51951e2bd563df039a9f4289ab,['CWE-310'],CVE-2014-8627
polarssl,https://github.com/polarssl/polarssl/commit/5d8618539f8e186c1b2c1b5a548d6f85936fe41f,5d8618539f8e186c1b2c1b5a548d6f85936fe41f,['CWE-310'],CVE-2014-8627
clamav-devel,https://github.com/vrtadmin/clamav-devel/commit/fc3794a54d2affe5770c1f876484a871c783e91e,fc3794a54d2affe5770c1f876484a871c783e91e,"['CWE-119', 'CWE-787']",
teeworlds,https://github.com/teeworlds/teeworlds/commit/a766cb44bcffcdb0b88e776d01c5ee1323d44f85,a766cb44bcffcdb0b88e776d01c5ee1323d44f85,['CWE-20'],
jasper,https://github.com/mdadams/jasper/commit/5dbe57e4808bea4b83a97e2f4aaf8c91ab6fdecb,5dbe57e4808bea4b83a97e2f4aaf8c91ab6fdecb,['CWE-189'],CVE-2014-9029
hivex,https://github.com/libguestfs/hivex/commit/357f26fa64fd1d9ccac2331fe174a8ee9c607adb,357f26fa64fd1d9ccac2331fe174a8ee9c607adb,['CWE-119'],CVE-2014-9273
hivex,https://github.com/libguestfs/hivex/commit/4bbdf555f88baeae0fa804a369a81a83908bd705,4bbdf555f88baeae0fa804a369a81a83908bd705,['CWE-119'],CVE-2014-9273
libyaml,https://github.com/yaml/libyaml/commit/e6aa721cc0e5a48f408c52355559fd36780ba32a,e6aa721cc0e5a48f408c52355559fd36780ba32a,['CWE-20'],CVE-2014-9130
file,https://github.com/file/file/commit/90018fe22ff8b74a22fcd142225b0a00f3f12677,90018fe22ff8b74a22fcd142225b0a00f3f12677,['CWE-399'],CVE-2014-8116
file,https://github.com/file/file/commit/6bf45271eb8e0e6577b92042ce2003ba998d1686,6bf45271eb8e0e6577b92042ce2003ba998d1686,['CWE-399'],CVE-2014-8116
jasper,https://github.com/mdadams/jasper/commit/c54113d6fa49f8f26d1572e972b806276c5b05d5,c54113d6fa49f8f26d1572e972b806276c5b05d5,['CWE-119'],CVE-2014-8138
krb5,https://github.com/krb5/krb5/commit/d1f707024f1d0af6e54a18885322d70fa15ec4d3,d1f707024f1d0af6e54a18885322d70fa15ec4d3,['CWE-476'],
krb5,https://github.com/krb5/krb5/commit/04038bf3633c4b909b5ded3072dc88c8c419bf16,04038bf3633c4b909b5ded3072dc88c8c419bf16,['CWE-703'],
jasper,https://github.com/mdadams/jasper/commit/3fd4067496d8ef70f11841d7492ddeb1f1d56915,3fd4067496d8ef70f11841d7492ddeb1f1d56915,['CWE-189'],CVE-2014-8157
